country,date,daily_vaccinations,vaccines
Argentina,2020-12-29,6483,Sputnik V
Argentina,2020-12-30,15656,Sputnik V
Argentina,2020-12-31,15656,Sputnik V
Argentina,2021-01-01,11070,Sputnik V
Argentina,2021-01-02,8776,Sputnik V
Argentina,2021-01-03,7400,Sputnik V
Argentina,2021-01-04,6483,Sputnik V
Argentina,2021-01-05,7984,Sputnik V
Argentina,2021-01-06,8173,Sputnik V
Argentina,2021-01-07,8363,Sputnik V
Argentina,2021-01-08,10519,Sputnik V
Argentina,2021-01-09,11942,Sputnik V
Argentina,2021-01-10,13365,Sputnik V
Argentina,2021-01-11,14788,Sputnik V
Argentina,2021-01-12,14056,Sputnik V
Argentina,2021-01-13,13323,Sputnik V
Argentina,2021-01-14,13320,Sputnik V
Argentina,2021-01-15,13317,Sputnik V
Argentina,2021-01-16,12971,Sputnik V
Argentina,2021-01-17,12624,Sputnik V
Argentina,2021-01-18,12278,Sputnik V
Argentina,2021-01-19,11932,Sputnik V
Argentina,2021-01-20,11586,Sputnik V
Argentina,2021-01-21,11704,Sputnik V
Argentina,2021-01-22,11263,Sputnik V
Argentina,2021-01-23,11124,Sputnik V
Argentina,2021-01-24,10342,Sputnik V
Argentina,2021-01-25,9046,Sputnik V
Austria,2021-01-05,3368,Pfizer/BioNTech
Austria,2021-01-06,3368,Pfizer/BioNTech
Austria,2021-01-07,3368,Pfizer/BioNTech
Austria,2021-01-08,7263,Pfizer/BioNTech
Austria,2021-01-09,5791,Pfizer/BioNTech
Austria,2021-01-10,4705,Pfizer/BioNTech
Austria,2021-01-11,5031,Pfizer/BioNTech
Austria,2021-01-12,6366,Pfizer/BioNTech
Austria,2021-01-13,7365,Pfizer/BioNTech
Austria,2021-01-14,8429,Pfizer/BioNTech
Austria,2021-01-15,7747,Pfizer/BioNTech
Austria,2021-01-16,7953,Pfizer/BioNTech
Austria,2021-01-17,10129,Pfizer/BioNTech
Austria,2021-01-18,11852,Pfizer/BioNTech
Austria,2021-01-19,12472,Pfizer/BioNTech
Austria,2021-01-20,12489,Pfizer/BioNTech
Austria,2021-01-21,12552,Pfizer/BioNTech
Austria,2021-01-22,11797,Pfizer/BioNTech
Austria,2021-01-23,11765,Pfizer/BioNTech
Austria,2021-01-24,9622,Pfizer/BioNTech
Bahrain,2020-12-23,943,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-24,11106,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-25,5789,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-26,4197,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-27,3662,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-28,3210,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-29,2846,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-30,2622,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-31,1225,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-01,1258,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-02,1220,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-03,1011,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-04,943,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-05,1122,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-06,1594,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-07,1942,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-08,2706,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-09,3437,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-10,4080,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-11,4427,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-12,4840,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-13,4699,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-14,5332,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-15,6361,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-16,7572,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-17,7473,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-18,7176,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-19,6546,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-20,6110,"Pfizer/BioNTech, Sinopharm"
Belgium,2020-12-28,1,Pfizer/BioNTech
Belgium,2020-12-29,1,Pfizer/BioNTech
Belgium,2020-12-30,234,Pfizer/BioNTech
Belgium,2020-12-31,159,Pfizer/BioNTech
Belgium,2021-01-01,122,Pfizer/BioNTech
Belgium,2021-01-02,97,Pfizer/BioNTech
Belgium,2021-01-03,81,Pfizer/BioNTech
Belgium,2021-01-04,70,Pfizer/BioNTech
Belgium,2021-01-05,283,Pfizer/BioNTech
Belgium,2021-01-06,736,Pfizer/BioNTech
Belgium,2021-01-07,1855,Pfizer/BioNTech
Belgium,2021-01-08,3134,Pfizer/BioNTech
Belgium,2021-01-09,3578,Pfizer/BioNTech
Belgium,2021-01-10,3634,Pfizer/BioNTech
Belgium,2021-01-11,4398,Pfizer/BioNTech
Belgium,2021-01-12,6284,Pfizer/BioNTech
Belgium,2021-01-13,8558,Pfizer/BioNTech
Belgium,2021-01-14,10320,Pfizer/BioNTech
Belgium,2021-01-15,12023,Pfizer/BioNTech
Belgium,2021-01-16,12246,Pfizer/BioNTech
Belgium,2021-01-17,12582,Pfizer/BioNTech
Belgium,2021-01-18,13135,Pfizer/BioNTech
Belgium,2021-01-19,13001,Pfizer/BioNTech
Belgium,2021-01-20,12222,Pfizer/BioNTech
Belgium,2021-01-21,11112,Pfizer/BioNTech
Belgium,2021-01-22,9632,Pfizer/BioNTech
Brazil,2021-01-16,112,Sinovac
Brazil,2021-01-17,112,Sinovac
Brazil,2021-01-18,554,Sinovac
Brazil,2021-01-19,3823,Sinovac
Brazil,2021-01-20,7136,Sinovac
Brazil,2021-01-21,27304,Sinovac
Brazil,2021-01-22,40980,Sinovac
Brazil,2021-01-23,76825,Sinovac
Brazil,2021-01-24,86373,Sinovac
Brazil,2021-01-25,99928,Sinovac
Bulgaria,2020-12-29,472,"Moderna, Pfizer/BioNTech"
Bulgaria,2020-12-30,2889,"Moderna, Pfizer/BioNTech"
Bulgaria,2020-12-31,1477,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-01,1007,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-02,799,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-03,675,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-04,592,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-05,533,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-06,472,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-07,920,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-08,1231,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-09,1222,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-10,1246,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-11,1270,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-12,1476,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-13,1304,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-14,938,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-15,682,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-16,694,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-17,662,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-18,782,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-19,921,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-20,1013,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-21,1081,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-22,1139,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-23,1112,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-24,1099,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-25,1023,"Moderna, Pfizer/BioNTech"
Canada,2020-12-14,866,"Moderna, Pfizer/BioNTech"
Canada,2020-12-15,866,"Moderna, Pfizer/BioNTech"
Canada,2020-12-16,1693,"Moderna, Pfizer/BioNTech"
Canada,2020-12-17,2301,"Moderna, Pfizer/BioNTech"
Canada,2020-12-18,2580,"Moderna, Pfizer/BioNTech"
Canada,2020-12-19,2319,"Moderna, Pfizer/BioNTech"
Canada,2020-12-20,2366,"Moderna, Pfizer/BioNTech"
Canada,2020-12-21,2938,"Moderna, Pfizer/BioNTech"
Canada,2020-12-22,3589,"Moderna, Pfizer/BioNTech"
Canada,2020-12-23,4487,"Moderna, Pfizer/BioNTech"
Canada,2020-12-24,5457,"Moderna, Pfizer/BioNTech"
Canada,2020-12-25,5012,"Moderna, Pfizer/BioNTech"
Canada,2020-12-26,5261,"Moderna, Pfizer/BioNTech"
Canada,2020-12-27,5398,"Moderna, Pfizer/BioNTech"
Canada,2020-12-28,5512,"Moderna, Pfizer/BioNTech"
Canada,2020-12-29,6352,"Moderna, Pfizer/BioNTech"
Canada,2020-12-30,6342,"Moderna, Pfizer/BioNTech"
Canada,2020-12-31,7205,"Moderna, Pfizer/BioNTech"
Canada,2021-01-01,8378,"Moderna, Pfizer/BioNTech"
Canada,2021-01-02,9101,"Moderna, Pfizer/BioNTech"
Canada,2021-01-03,9350,"Moderna, Pfizer/BioNTech"
Canada,2021-01-04,11044,"Moderna, Pfizer/BioNTech"
Canada,2021-01-05,12111,"Moderna, Pfizer/BioNTech"
Canada,2021-01-06,14887,"Moderna, Pfizer/BioNTech"
Canada,2021-01-07,17662,"Moderna, Pfizer/BioNTech"
Canada,2021-01-08,22412,"Moderna, Pfizer/BioNTech"
Canada,2021-01-09,26418,"Moderna, Pfizer/BioNTech"
Canada,2021-01-10,29046,"Moderna, Pfizer/BioNTech"
Canada,2021-01-11,31914,"Moderna, Pfizer/BioNTech"
Canada,2021-01-12,33281,"Moderna, Pfizer/BioNTech"
Canada,2021-01-13,33646,"Moderna, Pfizer/BioNTech"
Canada,2021-01-14,34290,"Moderna, Pfizer/BioNTech"
Canada,2021-01-15,35208,"Moderna, Pfizer/BioNTech"
Canada,2021-01-16,35134,"Moderna, Pfizer/BioNTech"
Canada,2021-01-17,35670,"Moderna, Pfizer/BioNTech"
Canada,2021-01-18,36358,"Moderna, Pfizer/BioNTech"
Canada,2021-01-19,37521,"Moderna, Pfizer/BioNTech"
Canada,2021-01-20,39576,"Moderna, Pfizer/BioNTech"
Canada,2021-01-21,39910,"Moderna, Pfizer/BioNTech"
Canada,2021-01-22,38417,"Moderna, Pfizer/BioNTech"
Canada,2021-01-23,36850,"Moderna, Pfizer/BioNTech"
Canada,2021-01-24,35101,"Moderna, Pfizer/BioNTech"
Canada,2021-01-25,32183,"Moderna, Pfizer/BioNTech"
Chile,2020-12-24,51,Pfizer/BioNTech
Chile,2020-12-25,4771,Pfizer/BioNTech
Chile,2020-12-26,3958,Pfizer/BioNTech
Chile,2020-12-27,2742,Pfizer/BioNTech
Chile,2020-12-28,2069,Pfizer/BioNTech
Chile,2020-12-29,1665,Pfizer/BioNTech
Chile,2020-12-30,1396,Pfizer/BioNTech
Chile,2020-12-31,1204,Pfizer/BioNTech
Chile,2021-01-01,530,Pfizer/BioNTech
Chile,2021-01-02,88,Pfizer/BioNTech
Chile,2021-01-03,51,Pfizer/BioNTech
Chile,2021-01-04,51,Pfizer/BioNTech
Chile,2021-01-05,250,Pfizer/BioNTech
Chile,2021-01-06,272,Pfizer/BioNTech
Chile,2021-01-07,344,Pfizer/BioNTech
Chile,2021-01-08,417,Pfizer/BioNTech
Chile,2021-01-09,489,Pfizer/BioNTech
Chile,2021-01-10,562,Pfizer/BioNTech
Chile,2021-01-11,635,Pfizer/BioNTech
Chile,2021-01-12,508,Pfizer/BioNTech
Chile,2021-01-13,559,Pfizer/BioNTech
Chile,2021-01-14,1038,Pfizer/BioNTech
Chile,2021-01-15,1437,Pfizer/BioNTech
Chile,2021-01-16,1366,Pfizer/BioNTech
Chile,2021-01-17,1291,Pfizer/BioNTech
Chile,2021-01-18,2699,Pfizer/BioNTech
Chile,2021-01-19,5267,Pfizer/BioNTech
Chile,2021-01-20,5632,Pfizer/BioNTech
Chile,2021-01-21,6328,Pfizer/BioNTech
Chile,2021-01-22,5882,Pfizer/BioNTech
Chile,2021-01-23,6000,Pfizer/BioNTech
Chile,2021-01-24,6020,Pfizer/BioNTech
Chile,2021-01-25,4557,Pfizer/BioNTech
China,2020-12-15,187500,"CNBG, Sinovac"
China,2020-12-16,187500,"CNBG, Sinovac"
China,2020-12-17,187500,"CNBG, Sinovac"
China,2020-12-18,187500,"CNBG, Sinovac"
China,2020-12-19,187500,"CNBG, Sinovac"
China,2020-12-20,187500,"CNBG, Sinovac"
China,2020-12-21,187500,"CNBG, Sinovac"
China,2020-12-22,187500,"CNBG, Sinovac"
China,2020-12-23,187500,"CNBG, Sinovac"
China,2020-12-24,187500,"CNBG, Sinovac"
China,2020-12-25,187500,"CNBG, Sinovac"
China,2020-12-26,187500,"CNBG, Sinovac"
China,2020-12-27,187500,"CNBG, Sinovac"
China,2020-12-28,187500,"CNBG, Sinovac"
China,2020-12-29,187500,"CNBG, Sinovac"
China,2020-12-30,187500,"CNBG, Sinovac"
China,2020-12-31,187500,"CNBG, Sinovac"
China,2021-01-01,232143,"CNBG, Sinovac"
China,2021-01-02,276786,"CNBG, Sinovac"
China,2021-01-03,321429,"CNBG, Sinovac"
China,2021-01-04,366071,"CNBG, Sinovac"
China,2021-01-05,410714,"CNBG, Sinovac"
China,2021-01-06,455357,"CNBG, Sinovac"
China,2021-01-07,500000,"CNBG, Sinovac"
China,2021-01-08,500000,"CNBG, Sinovac"
China,2021-01-09,500000,"CNBG, Sinovac"
China,2021-01-10,464286,"CNBG, Sinovac"
China,2021-01-11,428571,"CNBG, Sinovac"
China,2021-01-12,392857,"CNBG, Sinovac"
China,2021-01-13,357143,"CNBG, Sinovac"
China,2021-01-14,387755,"CNBG, Sinovac"
China,2021-01-15,418367,"CNBG, Sinovac"
China,2021-01-16,448980,"CNBG, Sinovac"
China,2021-01-17,515306,"CNBG, Sinovac"
China,2021-01-18,581633,"CNBG, Sinovac"
China,2021-01-19,647959,"CNBG, Sinovac"
China,2021-01-20,714286,"CNBG, Sinovac"
Costa Rica,2020-12-24,240,Pfizer/BioNTech
Costa Rica,2020-12-25,240,Pfizer/BioNTech
Costa Rica,2020-12-26,240,Pfizer/BioNTech
Costa Rica,2020-12-27,240,Pfizer/BioNTech
Costa Rica,2020-12-28,240,Pfizer/BioNTech
Costa Rica,2020-12-29,240,Pfizer/BioNTech
Costa Rica,2020-12-30,240,Pfizer/BioNTech
Costa Rica,2020-12-31,240,Pfizer/BioNTech
Costa Rica,2021-01-01,240,Pfizer/BioNTech
Costa Rica,2021-01-02,240,Pfizer/BioNTech
Costa Rica,2021-01-03,240,Pfizer/BioNTech
Costa Rica,2021-01-04,414,Pfizer/BioNTech
Costa Rica,2021-01-05,588,Pfizer/BioNTech
Costa Rica,2021-01-06,763,Pfizer/BioNTech
Costa Rica,2021-01-07,937,Pfizer/BioNTech
Costa Rica,2021-01-08,1111,Pfizer/BioNTech
Costa Rica,2021-01-09,1385,Pfizer/BioNTech
Costa Rica,2021-01-10,1659,Pfizer/BioNTech
Costa Rica,2021-01-11,1759,Pfizer/BioNTech
Costa Rica,2021-01-12,1859,Pfizer/BioNTech
Costa Rica,2021-01-13,1959,Pfizer/BioNTech
Costa Rica,2021-01-14,2058,Pfizer/BioNTech
Costa Rica,2021-01-15,2158,Pfizer/BioNTech
Costa Rica,2021-01-16,2066,Pfizer/BioNTech
Costa Rica,2021-01-17,1973,Pfizer/BioNTech
Costa Rica,2021-01-18,1880,Pfizer/BioNTech
Croatia,2020-12-30,989,Pfizer/BioNTech
Croatia,2020-12-31,1105,Pfizer/BioNTech
Croatia,2021-01-01,1105,Pfizer/BioNTech
Croatia,2021-01-02,1105,Pfizer/BioNTech
Croatia,2021-01-03,1105,Pfizer/BioNTech
Croatia,2021-01-04,1036,Pfizer/BioNTech
Croatia,2021-01-05,989,Pfizer/BioNTech
Croatia,2021-01-06,1334,Pfizer/BioNTech
Croatia,2021-01-07,1662,Pfizer/BioNTech
Croatia,2021-01-08,2130,Pfizer/BioNTech
Croatia,2021-01-09,2689,Pfizer/BioNTech
Croatia,2021-01-10,2693,Pfizer/BioNTech
Croatia,2021-01-11,2748,Pfizer/BioNTech
Croatia,2021-01-12,2802,Pfizer/BioNTech
Croatia,2021-01-13,2479,Pfizer/BioNTech
Croatia,2021-01-14,2485,Pfizer/BioNTech
Croatia,2021-01-15,2364,Pfizer/BioNTech
Croatia,2021-01-16,2272,Pfizer/BioNTech
Croatia,2021-01-17,2510,Pfizer/BioNTech
Croatia,2021-01-18,2747,Pfizer/BioNTech
Croatia,2021-01-19,2984,Pfizer/BioNTech
Croatia,2021-01-20,3329,Pfizer/BioNTech
Croatia,2021-01-21,3343,Pfizer/BioNTech
Croatia,2021-01-22,3346,Pfizer/BioNTech
Croatia,2021-01-23,2960,Pfizer/BioNTech
Croatia,2021-01-24,2800,Pfizer/BioNTech
Croatia,2021-01-25,2640,Pfizer/BioNTech
Cyprus,2021-01-06,534,Pfizer/BioNTech
Cyprus,2021-01-07,534,Pfizer/BioNTech
Cyprus,2021-01-08,534,Pfizer/BioNTech
Cyprus,2021-01-09,534,Pfizer/BioNTech
Cyprus,2021-01-10,534,Pfizer/BioNTech
Cyprus,2021-01-11,594,Pfizer/BioNTech
Cyprus,2021-01-12,635,Pfizer/BioNTech
Cyprus,2021-01-13,664,Pfizer/BioNTech
Cyprus,2021-01-14,708,Pfizer/BioNTech
Cyprus,2021-01-15,751,Pfizer/BioNTech
Cyprus,2021-01-16,821,Pfizer/BioNTech
Cyprus,2021-01-17,891,Pfizer/BioNTech
Cyprus,2021-01-18,917,Pfizer/BioNTech
Cyprus,2021-01-19,943,Pfizer/BioNTech
Cyprus,2021-01-20,969,Pfizer/BioNTech
Cyprus,2021-01-21,996,Pfizer/BioNTech
Cyprus,2021-01-22,1022,Pfizer/BioNTech
Czechia,2020-12-27,1822,"Moderna, Pfizer/BioNTech"
Czechia,2020-12-28,2229,"Moderna, Pfizer/BioNTech"
Czechia,2020-12-29,2798,"Moderna, Pfizer/BioNTech"
Czechia,2020-12-30,3010,"Moderna, Pfizer/BioNTech"
Czechia,2020-12-31,2583,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-01,2119,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-02,1974,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-03,1822,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-04,1994,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-05,2128,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-06,2439,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-07,3361,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-08,4730,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-09,4832,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-10,4944,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-11,5812,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-12,7042,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-13,8132,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-14,9103,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-15,9588,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-16,9771,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-17,9963,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-18,10515,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-19,10743,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-20,10919,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-21,11087,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-22,11174,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-23,11220,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-24,11136,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-25,9226,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-27,1994,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-28,1994,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-29,5527,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-30,7525,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-31,7223,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-01,6254,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-02,6712,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-03,6616,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-04,6679,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-05,7319,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-06,8525,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-07,10138,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-08,11022,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-09,10008,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-10,9261,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-11,9008,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-12,7139,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-13,6098,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-14,6122,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-15,7052,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-16,7451,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-17,7800,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-18,8567,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-19,9160,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-20,7840,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-21,5852,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-22,4568,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-23,4948,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-24,5299,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-25,4439,"Moderna, Pfizer/BioNTech"
Ecuador,2021-01-21,108,Pfizer/BioNTech
Ecuador,2021-01-22,108,Pfizer/BioNTech
England,2020-12-20,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-21,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-22,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-23,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-24,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-25,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-26,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-27,37625,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-28,39253,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-29,40882,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-30,42511,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-31,44139,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-01,45768,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-02,47396,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-03,49025,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-04,65678,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-05,82331,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-06,98984,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-07,115637,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-08,132290,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-09,148943,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-10,165596,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-11,162002,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-12,165152,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-13,176950,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-14,193243,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-15,215973,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-16,231918,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-17,230525,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-18,234877,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-19,251122,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-20,261507,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-21,272972,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-22,287384,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-23,311226,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-24,317419,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,2020-12-28,309,Pfizer/BioNTech
Estonia,2020-12-29,309,Pfizer/BioNTech
Estonia,2020-12-30,338,Pfizer/BioNTech
Estonia,2020-12-31,567,Pfizer/BioNTech
Estonia,2021-01-01,570,Pfizer/BioNTech
Estonia,2021-01-02,459,Pfizer/BioNTech
Estonia,2021-01-03,385,Pfizer/BioNTech
Estonia,2021-01-04,333,Pfizer/BioNTech
Estonia,2021-01-05,382,Pfizer/BioNTech
Estonia,2021-01-06,589,Pfizer/BioNTech
Estonia,2021-01-07,675,Pfizer/BioNTech
Estonia,2021-01-08,784,Pfizer/BioNTech
Estonia,2021-01-09,1099,Pfizer/BioNTech
Estonia,2021-01-10,1176,Pfizer/BioNTech
Estonia,2021-01-11,1205,Pfizer/BioNTech
Estonia,2021-01-12,1244,Pfizer/BioNTech
Estonia,2021-01-13,1210,Pfizer/BioNTech
Estonia,2021-01-14,1178,Pfizer/BioNTech
Estonia,2021-01-15,1243,Pfizer/BioNTech
Estonia,2021-01-16,1109,Pfizer/BioNTech
Estonia,2021-01-17,1061,Pfizer/BioNTech
Estonia,2021-01-18,1043,Pfizer/BioNTech
Estonia,2021-01-19,1060,Pfizer/BioNTech
Estonia,2021-01-20,1000,Pfizer/BioNTech
Estonia,2021-01-21,1015,Pfizer/BioNTech
Estonia,2021-01-22,1074,Pfizer/BioNTech
Estonia,2021-01-23,1106,Pfizer/BioNTech
Estonia,2021-01-24,1112,Pfizer/BioNTech
Estonia,2021-01-25,1122,Pfizer/BioNTech
Finland,2020-12-31,459,Pfizer/BioNTech
Finland,2021-01-01,459,Pfizer/BioNTech
Finland,2021-01-02,459,Pfizer/BioNTech
Finland,2021-01-03,459,Pfizer/BioNTech
Finland,2021-01-04,459,Pfizer/BioNTech
Finland,2021-01-05,736,Pfizer/BioNTech
Finland,2021-01-06,839,Pfizer/BioNTech
Finland,2021-01-07,913,Pfizer/BioNTech
Finland,2021-01-08,1273,Pfizer/BioNTech
Finland,2021-01-09,1353,Pfizer/BioNTech
Finland,2021-01-10,1433,Pfizer/BioNTech
Finland,2021-01-11,1513,Pfizer/BioNTech
Finland,2021-01-12,1739,Pfizer/BioNTech
Finland,2021-01-13,2332,Pfizer/BioNTech
Finland,2021-01-14,3554,Pfizer/BioNTech
Finland,2021-01-15,4573,Pfizer/BioNTech
Finland,2021-01-16,4971,Pfizer/BioNTech
Finland,2021-01-17,5369,Pfizer/BioNTech
Finland,2021-01-18,5767,Pfizer/BioNTech
